selling_proposition,price,discount,goods_title,rank_title,rank_sub,color_count
700,3.28,0.2,"5pcs/10pcs Solid Color Anti-slip Baby Clothes Hangers, Suitable For Daily Use",null,null,
700,6,0.1,"SHEIN Baby Girl Summer Vacation Floral Print Tank Top And Elastic Waist Shorts Set, Suitable For Summer",null,null,
,6.36,0.34,"1pc Talking Cactus Toy, Dancing Cactus Baby Toy,Singing Mimicking Cactus Baby Toys Repeat What You Say Cactus, Recording 15 Seconds",null,null,
2400,6.24,0.16,"SHEIN Mom's Girl Flower Pattern, Baby Girl Casual Simple Short Sleeve And Shorts Set Suitable For Summer",null,null,
200,1.4,0,1pc Kids On Board Cartoon Sticker For Cars,null,null,
100,3.8,0.05,"Toddler Boys' Casual Colorful Letter Slogan Print Short Sleeve T-Shirt, Fashionable",null,null,
700,4.86,0.19,SHEIN Baby Girl Lettuce Trim Tank Top & Tie Front Shorts,null,null,11
2900,7.28,0.12,SHEIN Baby Girl Geometric Pattern Tank Top And Shorts Set,null,null,5
400,4.85,0.01,Baby Boys' Summer Car Printed Top And Shorts Set,null,null,
1800,7.3,0.06,SHEIN Baby Girl Summer Casual Solid Color Halter Top And Pleated Skirt Set,null,null,
100,1.69,0.58,"1pc Black Foam Cushion Strip Edge & Corner Protector With Dual Adhesive Tape 2m For L-shaped Desk, Table, Bed, Baby Proof Furniture Guard For Child Safety",null,null,
2300,4.25,0.43,"Spring Baby Girls' Pink Butterfly Printed Top And Sports Shorts, Suitable For Leisure And Daily Wear",null,null,
,3.67,0.13,Baby Girl Summer Casual Butterfly Printed Short Sleeve Tee With Bow,null,null,4
6300,9.6,0.26,Baby Girl Holiday Style Cute Floral Printed Vest And Loose Comfortable Elastic Waist Jeans Set,null,null,
,1.8,0,"1pc Baby Fruit Feeder Teether, Fresh Food Feeder Pacifier, Kids Teething Toy Gift-Random Color",null,null,
,3.06,0.15,Baby Boy Slogan Printed Short Sleeve Bodysuit For Summer,null,null,
1900,5.7,0.08,Baby Girl Red And White Plaid 3D Toweling Strawberry Embroidery Sleeveless Dress For Spring/Summer Casual Wear,null,null,7
500,12.5,0.08,Fashion Print Denim Suspender Skirt Set For Baby Girl,null,null,
80,6.1,0.1,SHEIN Baby Girl Summer Cute Solid Color Tank Top And Geometric Pattern Shorts Set,null,null,
,1.8,0.05,1pair Kids' Glitter Solid Color Floral Lace Short Socks,null,null,11
60,1.96,0.3,"10pcs/Pack Baby Safety Table Corner Cushions, Pvc Table Edge Protectors, Thickened Transparent Ball-Shaped Child Corner Guards Christmas Gift",null,null,
3200,6.8,0.08,"SHEIN Fashionable Checkered Backless Vest Top And Shorts Set For Baby Girls, Summer",null,null,
,19.5,0.08,"SHEIN 6pcs/Set Baby Boy Casual Vacation Stripe & Leaf Pattern Short Sleeve T-Shirt, Elastic Waist Shorts Outfits",null,null,4
,5.7,0.08,Baby Girl Summer Knot Hem Tank Top And Striped Paperbag Waist Belted Shorts Set,null,null,
,5.6,0,Baby Girl 2pcs Casual Style Letter Patchwork Printed Dress With Hat Summer Outfit,null,null,
100,3.25,0.5,"Baby Girls' Gradient Color Butterfly Print Short Sleeve Outfit, Summer",null,null,
1500,5.7,0.11,"SHEIN Baby Girl Ruffles Strap Romper, Comfortable, Cute, Lovely, Suitable For Summer",null,null,6
6300,7.86,0.11,"SHEIN 2pcs/set Baby Boys' Casual Fun Lion Pattern Printed Long Sleeve Top And Shorts For Streetwear, Spring/summer",null,null,10
,4.9,0.09,Baby Girl Cartoon Graphic Bow Front Ruffle Trim One Piece Swimsuit,null,null,
300,1.9,0.42,Cute Duck Mesh Net Storage Bag - Quick Drying Bathroom Bath Holder With Suction Cups - Perfect Bath Game Bag For Organization,null,null,7
4900,7.4,0.09,Baby Girl Striped Print Colorblock Flounce Sleeve Shirt Dress With Accessory Bag,null,null,
20,8.9,0,"2pcs Baby Girls' Cute Printed Long Sleeve Bodysuit With Hat & Headband And Pants Set, Spring & Autumn",null,null,
3000,5.7,0.08,"Baby Girl Vacation Colorblock Tank Top And Shorts Set With Woven Belt, Suitable For Summer",null,null,
800,1.32,0.45,1pair Girls' Middle & Big Kids' Colorful Fashionable Lace Trim Ankle Socks,null,null,8
,10.99,0,Cozy Cub Baby Girl Casual Crochet Knit Cami Top With Ruffle Hem,null,null,6
2800,9.7,0.08,Baby Girl Slogan Graphic Ruffle Trim Bodysuit & Plaid Flare Leg Pants & Headband,null,null,
2400,9.9,0.08,3pcs/Set Baby Girls' Summer Cute Casual Sleeveless Round Collar Frilled Hem Letter Print Bodysuit With Orange Pattern Shorts And Headband Outfits,null,null,4
80,3.8,0.05,"Baby Girl Trendy Letter Printed Short Sleeve T-Shirt, Summer",null,null,
,3.5,0.05,Newborn Baby Boy Letter Graphic Monthly Milestones Photography Prop,null,null,12
,9.87,0.29,Cozy Cub Baby Boy Knitted Soft Comfortable Skin-Friendly Round Neck Sleeveless Romper 3 Pieces Set,null,null,
1800,8.6,0.08,Baby Girl Letter Graphic Ruffle Trim Bodysuit & Heart Print Bow Front Shorts & Headband,null,null,
600,3.63,0.09,Infant Girls' Tropical Printed Colorful Casual Halter Dress,null,null,
400,11.3,0.08,Baby Girl Slogan Graphic Ruffle Trim Bodysuit & Plaid Bow Front Flare Leg Pants & Headband,null,null,
1200,3.53,0.07,SHEIN Baby Boys' Casual Top,null,null,
30,10.3,0.08,"SHEIN 2pcs Baby Girls' Simple & Cute Dog Printed Ruffled Sleeve Sleepwear Dress Set, Home Clothes",null,null,
2000,7.3,0.11,SHEIN Baby Girl's Geometric Print Pleated Halterneck Dress,null,null,
1000,6.56,0.17,"Summer Outfits, Baby Girl's Casual And Simple Short Sleeve T-Shirt And Shorts Set, White And Black, Suitable For Spring And Summer",null,null,
1100,6.23,0.18,Baby Girl Donuts Print Cut Out Ruffle Trim One Piece Swimsuit,null,null,
600,5.2,0.09,"10 Pairs/Set  Children's Candy Colored Solid Color Simple Casual Short Socks, Random Color",null,null,4
,2.6,0.28,"5 Pairs/Set Women's Cartoon Embroidery Short Socks With Teddy Bear & Heart Pattern, Versatile Low-Cut Students Socks For Summer, Ins Style",null,null,
1400,7.6,0.07,Baby Girl Striped Sleeveless Dress With Ruffled Collar For Summer,null,null,6
10,2.7,0.5,"Infant Boys' Fun Letter Printed Short Sleeve Romper, Summer",null,null,
2100,5.8,0.08,"Baby Girl Summer Casual Flamingo Printed Top With Ruffle Trim And Shorts, Cute Decorated Outfits",null,null,
900,5.6,0.08,Baby Girl Parrot Print Ruffle Trim One Piece Swimsuit,null,null,
1600,6.1,0,Vintage Embroidered Lace Trim Baby Girl Summer Tank Top And Simple Triangle Shorts Set,null,null,
,9.7,0.08,Baby Girls' Pink Washed Elastic Waist Comfortable Denim Skort,null,null,
500,5.8,0.09,Baby Girl Cute Floral Print Holiday Style Cami Top And Shorts Set,null,null,
,4.35,0.5,"3pcs Baby Girls' Fashionable Casual Cartoon Girl & Glitter Pattern Print Short Sleeve T-Shirt+Jeans Patterned Pants+Belt Outfits, Summer",null,null,
600,11.1,0,Baby Boy Colorblock Patched Pocket Pullover & Drawstring Waist Sweatpants,null,null,
70,1.76,0.48,"Cartoon Stacking Animal Wall Sticker, Kids' Room Self-Adhesive Decoration Sticker",null,null,
3400,5.5,0.07,SHEIN Baby Girl Two Tone Tank Top & Shorts,null,null,6
2600,9,0.09,"Baby Girl's Blue Lace Edge Ruffle Edge Bodysuit With Hairband, Suitable For Daily And Casual Wear, Spring/Summer",null,null,6
700,8.65,0.18,Baby Girl Ruffle Trim Bow Front 2 In 1 Bodysuit & Headband,null,null,
1200,6.6,0.08,Baby Girl Notched Neckline Tank Top & Bow Front Shorts,null,null,13
30,4.8,0.08,"Infant Casual Cute Letter Printed Short Sleeve Romper, Daily Wear Comfortable Bodysuit For Summer",null,null,
,4.1,0.15,"Don't Make Me Go Get My Big Sister, Baby Boys Casual Simple Letter Pattern Round Neck Romper For Summer.",null,null,
,7.1,0.08,Baby Girl Floral Print Paperbag Waist Denim Skirt,null,null,
800,5.33,0.18,Baby Girl One-Piece Swimsuit With Watermelon Print,null,null,
1300,4.5,0.12,SHEIN Baby Girl Tropical Print Cami Romper,null,null,
10,3.25,0.48,"1pc Children Bath Towel Poncho Beach Towel, Quick-Dry & Absorbent Hooded Bathrobe Cape, Convenient & Lightweight Style Changing Clothes Can Be Worn By Both Boys And Girls, Cute And Colorful Designed Beach Towel, Suitable For Children Under 120cm",null,null,
9800,2.6,0.1,"3 Pairs Solid Color Lace Princess Dance Party Socks For Children, Fashionable And Versatile",null,null,6
40,5.2,0.04,"Baby Boy's Fun Letter Print Short Sleeve Romper, Summer",null,null,
1400,6.3,0.16,Cute And Stylish Tie-Dye Letter T-Shirt And Shorts Set For Baby Girls,null,null,
2500,7.8,0.08,"Baby Girl Elegant & Basic Halter Neck Soft Wrinkle Fabric & Denim-Look Casual Romper, Suitable For Home And Outdoors",null,null,
800,8,0.07,Baby Girl Cartoon Printed Short Sleeve T-Shirt With Round Collar And Pleated Skirt Casual Outfit For Summer,null,null,
,6.4,0.07,"SHEIN 2pcs Baby Boys' Cute Cartoon Bear Patterned Comfortable Casual Daily Wear Round Neck Short Sleeve T-Shirt And Shorts Set, Suitable For Summer Outings And Vacations",null,null,6
2000,6.2,0,Baby Girls' Fashion Asymmetrical Neckline Pleated Lace Sleeveless Top + Sunflower Print Bow Decor Paper Bag Waist Shorts Set,null,null,4
1700,6.8,0.08,Baby Boy Tropical Print Patched Pocket Tee & Shorts,null,null,
1500,8.64,0.26,Baby Girl Cute Flutter Sleeve Belted Denim Dress,null,null,
90,1.25,0.31,1pc Cartoon Bath Sponge Kids Bathing Washcloth Mud Scrubber Random Design,null,null,
,8.3,0.08,Nick 90s X SHEIN Baby Boy Cartoon Graphic Contrast Neck Tee & Shorts Set,null,null,
100,3.4,0.23,"SHEIN Baby Girl Striped Knitted T-Shirt Dress, Comfortable, Lovely And Sweet, Suitable For Summer",null,null,6
1400,6,0.08,"Baby Girls' Floral Patterned Vacation Style Lace Vest And Shorts Set, Fashionable Spring And Summer",null,null,
2200,9.7,0,"2pcs/Set Baby Girl Elegant And Comfortable Velour Sportswear With Letter Embroidery And Front-Tie Athletic Shorts, Suitable For Casual, Daily, Vacation And Outing",null,null,4
700,6.3,0.09,Baby Girls' Vacation Short Sleeve Ditsy Floral Romper With Ruffle Hem,null,null,
,3.32,0.49,"SHEIN Baby Boy's Casual Simple Slogan Print Sweatshirt, Perfect For Autumn And Winter Outfit",null,null,
90,5.6,0.1,"SHEIN Baby Girl Summer Set, Lovely Knitted Solid Color Top With Elastic Waist Floral Skirt",null,null,
1400,4.8,0.09,Baby Girl Striped Printed Contrast Color Ruffle Hem Sleeveless Dress,null,null,4
,5,0,Baby Girl Summer Flutter Sleeve Floral Printed Dress With Bow Decor,null,null,5
,1.26,0.4,"1pc Portable Mini  Book Light With Batteries,Adjustable Arm Night Reading Lamp With Clip,Children's Room Story Reading Light In Bed,Suitable For Reading At Night And As Outdoor Travel Lighting,Book Lamp With Clip,Light For Reading",null,null,
,6.53,0.01,Baby Boy Summer Cartoon Print Triangle Pattern Stand Collar Shirt Shorts Set(Random Pattern),null,null,
2300,10.8,0.11,SHEIN Baby Girl's 5pcs Knitted Solid Color Short Cami Top Set For Casual Wear,null,null,6
1300,5.9,0.11,SHEIN Baby Girl Striped Casual Vacation Style Tank Top With Elastic Waist Short Set,null,null,
,6.37,0.17,"Baby Girl Casual Minimalist Letter Printed Short Sleeve T-Shirt And Shorts Set, Suitable For Summer, Sibling Outfits Matching Outfits",null,null,
,3.52,0.1,Baby Boy Slogan & Heart Print Triangle Bodysuit With Short Sleeves,null,null,4
,4.8,0.09,SHEIN Baby Girl Floral Print Cami Dress,null,null,6
600,5.6,0,"Baby Girl 2pcs/Set Daisy Print Casual Style Spaghetti Strap Dress With Hat, Summer Outfit",null,null,
200,7.2,0.09,Baby Girl Color Block Woven Strap Tank Top And Shorts Set For Vacation,null,null,
6000,10.6,0,Baby Girl Single-Breasted Vest And Cami Romper Set,null,null,
50,2.39,0.23,1pc Baby Stroller Hanging Bag Storage Universal Double Layer Thickened Children's Stroller Hanging Mesh Umbrella Storage Sack,null,null,
900,6.9,0.09,Baby Girl's Color Blocking Stripe Romper,null,null,5
600,2.3,0.08,1 Pair Knitted Gloves Solid Color Striped Sleeve Warmers Arm Sleeve,null,null,
1500,9.4,0.07,Baby Girl Ripped Denim Shorts,null,null,
400,7.84,0.26,SHEIN Baby Boy Striped Print Shirt & Shorts Without Tee,null,null,
1100,10.99,0,Cozy Cub Baby Boy Block Striped Polo Tee & Shorts,null,null,4
