selling_proposition,price,discount,goods_title,rank_title,rank_sub,color_count
,11.9,0.17,"Women's Pointed Toe Shallow Mouth Flat Shoes With Vacation Style Print For Outdoor & Daily Wear, Autumn, Fashionable Cloth With Soft Bottom Work Shoes & Driving Loafers, Flat Shoes For Women",4,In Multicolor Women Flats,22
,9.5,0.2,Women Fashion Square Toe Ruffle Slippers Flat Casual Slides,3,In Purple Women Shoes,15
,12.6,0.18,"Outdoor Wading Shoes For Women, Quick-Drying Sand Shoes, Anti-Slip Fishing Shoes For Beach, Swimming, Water Trekking, Lightweight And Breathable",8,in Women Outdoor Shoes,6
,20.4,0.2,"Women Metallic Wedge Thong Sandals, Glamorous Sandals Gold",4,in Low Heel Shoes,7
,11.2,0.18,"Oversize Eu 35-45 Trendy Pointed Toe Rose Red Cloth Surface Flat Shoes, Slip-On Style Women's Shoes For Daily And Outdoor Wear",2,In Hot Pink Women Flats,30
1500,11.47,0.22,"New Summer Women's Silver Flat Slippers, Fashionable And Versatile Toe Separator Slippers For Daily Use And Going Out",,,
100,3.5,0,"New Beach Socks Shoes For Women, Diving, Snorkeling, Water Park, Creek Trekking, Anti-Slip & Cut-Proof Soft Skin Shoes",,,5
,2.1,0.3,1 Pair Of Shoe Heel Pads To Reduce Abrasion And Prevent High Heels From Slipping Off (Size Adjuster),7,In Beige Inserts & Insoles,
2200,17.3,0.18,"Summer New Style Hollow Out Elderly Women Pu Leather Shoes, Comfortable Driving Loafers, Flat Platform Women's Shoes",,,32
,20,0.18,"New Thick Bottom Wedge Heel Shoes, Pointed Toe And Increased Platform Loafers, British College Style Low/Chunky/ Square Heel, Fashionable And Versatile Slip-On Bowknot Women's Shoes",5,in Flat Women Shoes,15
400,20.5,0.21,"Fashionable Purple Women's High Heel Sandals With Peep Toe, Thin Heel, Non-Slip Sole And Flower Embellishment, Suitable For Spring And Summer Parties",,,15
2200,14.5,0.21,"Women's Flat Summer Sandals With Jute Sole, One Step To Wear, Wraparound Style, Open Toe, Comfortable",,,17
400,13.7,0.2,"Women's Comfortable Lightweight Outdoor Half Slippers, Casual Sports Shoes For All Seasons",,,10
,20.1,0.21,"Women's Summer New Platform Wedge Sandals, Casual Roman Beach Slippers",5,In Beige Women Platforms & Wedge Sandals,39
600,52.7,0.21,"New Style Plush Slippers With Flat Thick Sole, Suitable For Indoor And Outdoor Wear",,,4
200,88.7,0.24,"/Sports Shoes, Street Sports Shoes, Men's And Women's Sports Shoes, Couple Shoes",,,8
3000,12.67,0.21,"Women Metallic Bow Decor Open Toe Slide Sandals, Glamorous Summer Outdoor Flat Sandals",,,10
200,22.1,0.21,"Women High Heel Sandals, Summer New Style, European And American Banquet Simple Square Toe High Heels, Metal Silver Coral Pearl Decoration, Sexy For Outdoors, Lightweight Vacation Camping, Casual Outerwear, Easy To Wear, Fashionable For Beach, Party, Etc.",,,4
,7.58,0.23,"New Spring Summer Trendy H Slippers For Women In Roman Style, Comfortable Flat Slides With Embossed Texture In Black, Beige, And Brown Colors, Recommended By Fashion Bloggers, Suitable For Outdoor Activities, Party, Or Daily Wear, Suitable For Various Outfits Including Casual, Chic, French Style, Or Fairy Style.",5,In Champagne Women Shoes,20
,19.3,0.21,"Women's Green High Heel Sandals, Square Toe Chunky Heel Sandals, Two-way Wear High Heel Slippers, Soft PU Leather Comfortable And Versatile High Heel Shoes, Square Chunky Heel Shows Long Legs, Solid Color Casual And Comfortable Slippers For Women",9,In Green Women Heeled Sandals,39
1400,14.1,0.2,"Women Bow Decor Flat Sandals, Funky Neon-orange Slide Sandals For Summer",,,10
1000,8.4,0.21,"Women Minimalist Single Band Slide Sandals, Fashion Summer Flat Sandals",,,12
1300,11.9,0.17,"Women's Sweet Bowknot Black Pointed Toe Shallow Mouth Flat Shoes, New Style For Outdoor Daily Driving Work Autumn",,,24
400,8.5,0.2,"Women Fashionable Large Size Slip-On Beach Slippers, Suitable For Outdoor And Seaside Vacation",,,29
300,9.3,0.21,"Women's Fashionable Casual Yellow Sandals, Comfortable Open Toe Square Toe Ruched Fabric Straps Slip-On Flat Sandals For Summer Daily Wear",,,13
,11.7,0.18,Women Red Fashionable Breathable Slip-On Comfortable Flat Shoes,2,In Red Women Flats,16
,12.2,0.2,"Women  Woven Flat Sandals For Summer, Lightweight And Non-Slip Beach Shoes, Random Colorful Woven Patterns Flat Sandals",6,In Orange Women Flat Sandals,15
200,11,0.21,"Women Spring And Summer Casual Flat Slippers, Round Toe Slip-Resistant Slipper, Outdoor Beach Sandals",,,16
,10,0.21,"Women Plus Size Flat Sandals, European And American Style New Thick-Soled Printed  Open Toe Beach Shoes, Comfortable Soft Bottom Outdoor Seaside Sandals For Summer",5,In Multicolor Women Sports Sandals,13
,13.87,0.32,Women's Gray Bow Knot Slip-On Loafers Breathable Flat Shoes,2,In Grey Women Flats,5
,10.9,0.2,Women Fashion Plus Size Toe Ring Flat Outdoor Sandals Casual Versatile Flat Slippers,10,In Yellow Women Flat Sandals,10
1200,20.4,0.2,Fashionable Pearl Decor Bowknot Round Toe Chunky Heel Sandals,,,29
400,24.96,0.2,"Elegant Black Pumps For Women, Faux Suede Point Toe Platform Heeled Ankle Strap Pumps",,,7
700,11.52,0.2,"Spring/Autumn New Arrival White Cloth Pointed Toe Flat Mules With Bowknot, Plus Size Women's Slouchy Slip-On Flat Shoes",,,16
,20.9,0.18,Fashionable Patent Leather Pointed Toe Hollow Out Chunky Heel High Heels,6,In Apricot Women Pumps,32
,11.2,0.21,"Vacation Green Flat Slippers for Women, Twist Decor Plain Polyester Open Toe Slide Sandals",5,In Green Women Sandals,12
3200,11.98,0.22,"Vacation Slide Sandals For Women, Braid Detail Single Band Flat Sandals",,,
400,11.9,0.17,"Spring/Autumn Pointed Toe Flat Shoes Women Plaid Slip-On Shoes With Lightly Metal Chain For Daily Wear And Match Dress, Square Toe Flat Shoes In Beige And Gold Color",,,24
300,8.5,0.2,"Women Fashionable Beach Slippers For Outdoor Vacation, Plus Size Flip-Flops With Toe Separator",,,29
,5.72,0.26,Women House Slippers Open Toe Four Seasons Slippers Women Indoor Floor Slippers Comfortable Fashionable Plush Khaki Corduroy Slippers Women Autumn And Spring Slippers Couples,5,In Khaki Women Home Slippers,5
500,20.4,0.2,"High Heel Mule Sandal With Irregular Gold Heel, Fashionable Summer New Arrival Women's Mule Slippers",,,20
,52.7,0.21,"New Style Furry Slippers With Closed Toe, Thick Platform Outdoor/Indoor Slip-On Shoes For Autumn/Winter",3,In Red Women Slippers,4
200,9.7,0.2,"Women's Fashionable Round-Toe Pleated Slippers, Flat Casual Slides",,,15
,19.8,0.18,"Women's Elegant Flat Shoes With Shiny Rhinestone Decoration, Gold Color Upper, Mesh Lining, Pointed Toe, Hollow-Out Design, Ankle Strap, Comfortable For Daily Wear And Parties",6,In Gold Women Flats,4
100,88.7,0.24,"Sports Shoes, Street Sports Shoes, Men's And Women's Sports Shoes, Couple Shoes",,,8
100,3.3,0,"Beach Shoes/Water Shoes/Diving Shoes/Quick-Drying Anti-Slip Shoes For Beach, Swimming, Diving- Unisex/Foldable And Easy To Carry",,,6
,14.16,0.21,"Women Single Band Chunky Heeled Mule Sandals, Elegant Beige Fabric Heeled Sandals",10,In Beige Women Heeled Sandals,22
1200,16.2,0.21,"Women's Blue Flat Sandals, Outdoorsy & Stylish Slipper, Rhinestone Decorated Square Toe Comfortable And Anti-Slip Soft Sole, Large Sizes New Arrivals",,,6
,9.7,0.22,"Women's Flat Sandals, Latest Summer Style For Large Feet Size 36-43, Slip-Resistant, Wear-Resistant With Square Toe, Yellow Beach Sandals For Vacation",6,In Yellow Women Shoes,6
400,9.46,0.39,"Couples Beach Shoes, Aqua Shoes, Fitness Shoes, Five Toe Swimming Shoes, Outdoor Water Shoes",,,
10000,1.4,0.33,1pair Five Toes Forefoot Pads for Women High Heels Half Insoles Calluses Corns Foot Pain Care Absorbs Shock Socks Toe Pad Inserts,,,
,1.4,0.33,"1 Pair Heel Grips Liner Cushions Inserts For Loose Shoes, Heel Pads Snugs For Shoe Too Big Men Women, Filler Improved Shoe Fit And Comfort, Prevent Heel Slip And Blister",3,in Shoe Accessories,
5900,2.38,0.28,2 Pairs Forefoot Insert Cushion Pads For Women Shoes Anti Slip Silicone Foot Pain Relief Pads For High Heels Sandals Gel Shoe Insoles,,,5
1000,6.26,0.48,SHUZIA Fun Bubbly EVA Closed Toe Slippers,,,12
10000,6.5,0.24,"Minimalist Single Band Slides, Futuristic Style Solid Pink Flat Sandals",,,10
,13.49,0.25,New Summer Women's Casual Stylish Diamond Pattern Thick-Soled Height-Increasing Slippers For Outdoor Beach Comfortable Sandals,4,in Mid Heel Women Shoes,24
,5.3,0.24,"Women's White Open Toe Cross Strap Fuzzy Slipper, Indoor Anti-slip House Shoes, Fashionable",1,In White Women Home Slippers,8
8000,11.78,0.25,Women Black Allover Rhinestone Slide Sandals,,,20
,5.6,0.23,"Women's Gray Open Toe Cross Band Slippers, Fashionable And High-End Design, Indoor Anti-Slip Home Slippers",2,In Grey Women Home Slippers,8
,5.5,0.25,"Women's Black Furry Slide Sandals With Open Toe, Cross Straps & Anti-slip Sole, Comfortable & Fashionable For Indoor Home Use",1,In Khaki Women Slippers,8
,10.26,0.25,Women's Bow Decor Single Band Slide Vacation Flat Sandals,2,in Slides Women Shoes,24
1200,14.9,0.21,New Summer Women's Casual Fashion Thick-Soled Wedge Heel Red Wave Patterned Outdoor Beach Comfortable Sandals,,,24
,11.48,0.21,"Funky Slide Sandals For Women, Multi Strap Flat Sandals",3,In Orange Women Shoes,31
,8.06,0.24,"Korean Style Women's Casual Flat Slippers, Outdoor Summer Wear Open-toe Sandals, Autumn New Woven Roman Style Cool Slippers, Fashionable French Style Ladies Wear With On The Beach, H-shaped Comfortable Sandals For Summer, Bohemian Style Flat Slip-on Beach Shoes",3,In Pink Women Flat Sandals,32
4600,9.31,0.24,"Women's Snake Print Flat Slides Sandals For Summer Vacation, Indoor And Outdoor",,,20
1400,5.6,0.24,"Single Band Bedroom Slippers, Beige Fashionable Solid Color Bedroom Slippers",,,8
3100,11.7,0.2,"Women Minimalist Criss Cross Slide Sandals, Fashion Sandals",,,31
500,20.4,0.2,"Women's Orange Transparent High Heel Mules Sandals, Summer New Arrival",,,20
4600,9.41,0.22,"Metallic Ruched Single Band Slide Sandals, Silver Party Solid Color Slippers",,,13
1200,8.8,0.21,"Women's Square Toe Slip-On Flat Shoes, Fashionable Multicolored Outdoor Travel & Casual Wear, Versatile",,,
5400,10.49,0.22,"Bow Knot Slippers Hot Pink Sandals, Women's Stylish Beach Shoes With Anti-Slip Sole, Open Toe, Bowknot Design",,,31
,13.97,0.24,"Ladies' Casual Fashionable Diamond Patterned Thick-soled Increase High Slippers, Outdoor Beach Comfy Flip Flops",3,in Mid Heel Women Shoes,24
3300,6.3,0.24,"Women's Anti-Slip Soft Sole Thickened Bottom Slippers, Indoors Eva Thickened Home Slippers",,,9
,14.11,0.24,"New Arrival Summer Women's Casual Fashionable Thick Bottom Diamond Checkered Anti Slip High Heel Slippers For Outdoor, Beach, Comfortable Apricot Flip Flops",4,In Apricot Women Platforms & Wedge Sandals,24
100,15.3,0.21,"Vintage Peep Toe Peep-Toe Sandals For Women, Beige/Black Anti-Slip Thick Bottom Wedge Heels Outdoor/Beach Slippers, Comfortable High Heels",,,
6000,10.86,0.23,"Women Anti-slip Bow Decor Flat Sandals, Vacation Summer Polyester Slide Sandals",,,24
3300,11,0.21,Women's Fashionable Woven Pure White Beach Leisure Holiday Style Slip-On Slippers For Summer,,,
,1.5,0.32,"2pcs Back Heel Pads, Fabric Shoe Inserts For Pumps",9,In Beige Shoe Spare Parts,
2700,9.6,0.21,"Women's Flat Sandals With Toe Ring Design, Summer Stylish Open Toe Slippers",,,
,8.6,0.21,"New Spring And Summer H-Shaped Slippers For Women, Fashionable And Casual Style, Suitable For Wearing Outdoors, One Buckle Flat Sandals With Roman Style",1,In Olive Green Women Sandals,22
,9.9,0.21,Women's Flat Sandals Plus Size Summer Beach Slippers With Rhinestone Decoration,5,In White Women Sandals,15
2800,6.5,0.24,Women's Fuchsia Fashionable Solid Color Slippers With Minimalist Single Strap,,,10
,20.2,0.21,"White & Pink Lightweight & Comfortable Sneakers For Men & Women, Suitable For Walking And Commuting",7,In Multicolor Women Casual Shoes,16
,14.11,0.24,"Summer New Women's Casual Fashionable Rhombus Pattern Thick-Soled Height-Increasing Slippers, Outdoor Beach Comfortable Flip-Flops",7,In Yellow Women Shoes,24
10000,9.7,0.22,New Women's Strappy Roman Flat Sandals,,,22
10000,6.8,0.24,Women Minimalist Single Band Flat Slides,,,10
,11.66,0.22,"Women Anti-slip Bow Decor Flat Sandals, Vacation Summer Polyester Slide Sandals",10,In Orange Women Flat Sandals,24
,22.3,0.2,"New Summer Thick-Soled Wedge Heel Women Sandals, Casual Roman Slippers For Women With Anti-Skid Sole",4,In Blue Women Platforms & Wedge Sandals,39
,9.11,0.21,"Summer Women's Plus Size Square Toe Open Toe Sandals With Cutout And Straps, For Outdoor/Indoor, Beach, Daily, Vacation, Flat Fashionable Slippers",5,In Yellow Women Shoes,23
500,8.1,0.21,"Women Snakeskin Embossed Hollow Out Design Flat Sandals, Funky Orange Slide Sandals For Summer",,,26
,12.8,0.2,"European And American Style Women Thick-Soled Chunky Heeled Slippers, Open-Toed High Heel Sandals For Outdoor Wear, New Arrivals",2,In Khaki Women Heeled Sandals,16
900,8.9,0.21,"Women Hot Pink Snakeskin Embossed Flat Sandals, Funky Slide Sandals For Summer",,,23
,3.3,0,"Beach/Water/Diving Shoes, Quick-Drying Non-Slip Sports Shoes For Beach/Swimming/Diving - Unisex, Easy To Fold & Carry",4,in Women Water Shoes,6
800,10.7,0.21,"Bow Knot Beach Slippers Women's Slip-resistant Flip Flops, Fashionable Bow Knot Outdoor Slipper",,,31
,3.96,0.67,SHUZIA Comfortable Slip On Bubble Slippers,5,In Black Women Slides,12
,10.29,0.22,"Women's Casual Flat Slippers, Open Toe Slip-Resistant Slippers, Outdoor Beach Sandals",8,In Brown Women Sandals,16
1200,8.15,0.22,Korean Style Simple & Versatile Women's Slippers With College Style,,,20
1600,11.4,0.21,"Bow Decor Slides For Women, Slip Resistant Beach Slides, Fashionable Style",,,24
80,3.3,0,Beach Shoes/Water Shoes/Diving Shoes/Quick-Dry Non-Slip Shoes For Beach/Swimming/Diving - Unisex/Foldable And Convenient For Carrying,,,6
5100,9.1,0.23,"Women's Cute Cartoon Smile Face Fabric Slippers, Korean Style, Thickened And Wear-Resistant, Warm For Autumn And Winter, Ideal For Couples Or Home Use",,,10
100,9,0.21,"Women's Plus Size Comfortable Simple Flat Sandals With Square Toe, Big Flowers And A Word Strap, Casual And Fashionable Shoes For Summer Beach Outfits",,,7
,8.6,0.2,"Women's Fashion Snake Skin Flat Sandals, Summer Beach Flip Flops",3,In Cadet Blue Women Shoes,20
4700,11.8,0.2,"Vacation Black Sandals For Women, Braided Design Slide Sandals",,,15
5100,4.73,0.63,New Style Bow Knot Fashionable All-Match Popular Net Red Slippers,,,12
,1.4,0,"2pcs Women's Foam Forefoot Insert Pads For High Heels, Pain Relief & Shoe Size Reducing Insoles, Shoe Filling & Protector Accessories",4,in Daily Shoe Accessories,
100,11,0.21,"Handmade Silver Beaded Flat Sandals For Women, 2023 New Summer Toe Clip Roman Style Fairy Flip Flops With Rhinestones, Plus Size 43",,,6
700,20.4,0.2,"Transparent High Heel Mules Sandals With Unusual Heel, Women's Silver High-Heeled Slippers, Summer New Arrivals",,,20
200,10.67,0.23,"Flower Mesh Flat Sandals, Trendy And Versatile New Style Slippers",,,33
400,8.95,0.42,"New Women's Fashionable Slip-Resistant And Wear-Resistant Buckle Sandals, Ideal For Outdoor Activities, Made Of High Elasticity, Odorless EVA With Shock Absorption, Softness And Comfort, Perfect For Home Use",,,14
9700,9.31,0.22,Women'S Fashion Square Head Pleated Slippers Flat Casual Slides,,,15
,12.9,0.25,"Men's Casual Loafers Penny Shoes, Slip-On Canvas Flat Shoes (One Size Smaller)",7,In Beige Men Shoes,6
600,7.09,0.49,"Women's Handmade Beaded Flat Sandals With Toe Ring, 2023 New Summer Arrivals Shiny Diamond Decor Roman Style Flip Flops, Plus Size 43",,,6
,7,0.21,Spring/Summer New Fashion H Slippers Women Net Red Trendy Casual Style Flat Heel Slip-On Roman Style Drag Women Slouchy Black Comfortable Beige Brown Embossed Slippers Recommended By Influential Blogger Desert Key French Style High-End Feeling Rhinestone-Studded Thick-Soled Slope Heel Sandals For Women Beach Shoes Summer New Fairy Style Slip-On Drag Women Shoes Love Promotion French Style Slip-On Wear Slipper Low-Heel Round Toe Ins Style Indoor Home Anti-Odor Anti-Slip Simple Wear Slippers Women Crocodile Pattern Slippers Versatile Metal Decoration Flat Slip-On Drag Summer Fashionable Slippers,9,In Coffee Brown Women Sandals,16
5300,8.46,0.24,"Korean Version Women's Casual Flat Slippers Summer Beach Sandals Open Toe Braided Roman Style Slip-on Women's Slippers, Fashionable With Skirts Or Going To The Beach In Summer, French Style Slippers, Bohemian Style Toe Flat Sandals For Beach Vacation, Simple Slip-on For Walking The Beach",,,32
1200,12,0,"SHUZIA Women's Flat Shoes, Flats",,,9
,15.88,0.22,"Women Braided Detail Chunky Heeled Sandals, Elegant White Mule Sandals",4,in Mid Heel Women Heeled Sandals,13
1600,11,0.21,Flower Decor Popular Fashion Flat Sandals,,,33
60,8.06,0.68,"Women's Single High Heel Shoes, Elegant Fine Heel Design, Dating Party Shoes, Autumn Winter New Style Nude High Heel Shoes",,,4
50,6.85,0.5,"New Arrival Spring/Summer Women's Flat Mules Sandals, Large Size Slides, Sexy And Fashionable",,,16
,11.1,0.21,"Women Rhinestone Decor Wedge Slide Sandals, Fashion Sandals",4,In Green Women Platforms & Wedge Sandals,
80,23.6,0.21,"Women's Wedge Heel Waterproof Platform Espadrille Sandals, Open Toe With Ankle Strap, Thick Bottom And High Heels, Perfect For Spring & Summer Vacations And Bohemian Style Fashion",,,27
,11.9,0.21,"Women's Summer Flat Sandals Style Woven Pattern Lightweight Anti-Slip Beach Sandals, Grey",2,In Grey Women Sandals,17
,17.7,0.21,"Women Four Seasons Flying Weave Running Shoes, Comfortable Breathable Lace-Up Shoes For Park Walking, Height Increasing, Fashionable And Versatile",5,In Khaki Women Sneakers,
70,12.5,0.21,"Ladies' Fringe Decor Ethnic Style Flat Sandals, Waterproof Beach Slippers, Slip-Resistant Outdoor Fashionable Match-All Shoes",,,29
,21.4,0.21,"Fashionable Ankle Strap Sandals For Women, Faux Suede Lace-up Front Colorblock Sculptural Heeled Sandals",5,In Multicolor Women Heeled Sandals,
2600,14.4,0.1,CUCCOO TILAWA Woman Shoes Outdoor Brown Square Toe Gemstone Decor Single Band Slide Sandals For Summer Vacation Shoes Summer Sale,,,
,14.99,0.83,Pupeez Womens Comfort Flat Sandals Double Buckle Adjustable Straps Flat Slides Footbed Suede,1,In Blue Women Slides,
100,1.8,0.31,1pair Breathable Shoes Insoles For Heels,,,
400,19.1,0.25,Women Pointed Toe Transparent Hollow Out Crystal High Heel Sandals,,,26
100,8.1,0.21,2024 Latest Fashion Women's Comfortable & Lightweight -Braided Sole Slip-On Flat Sandals With Elastic Band,,,23
10,5.35,0.53,"Women Flat Slippers, Fashionable Casual Home Beach Slippers",,,
500,22.64,0.2,Women's Flat/Chunky Heel Pointed Toe Slip-On Loafers,,,4
,16.9,0.21,Women Bohemian Style Wedge High Heel Platform Slides,9,In Multicolor Women Platforms & Wedge Sandals,
10,2.34,0.4,"20pcs/Set Shoe Accessories, Silver Sparkling Diamond Butterfly & Clover Shaped Pearl Chain, Stylish And Elegant, Suitable For Birthday Parties, Daily Wear, Casual Outfits, Gifts",,,
300,20,0,"SHUZIA Lady's Silver Dazzling Rhinestone Block Heel Dress Sandals - Single Toe Strap, Thicker Ankle Strap, Shining For Any Occasion",,,
200,6.55,0.63,"Women Colorful White Shoes, Fashionable And Versatile, Light And Casual Sports Shoes For Students",,,
500,17.8,0.21,"Women Metallic Rhinestone Decor Slingback Sandals, Fashionable Outdoor Ankle Strap Sandals",,,6
,9.8,0.23,"Women's Simple & Comfortable One-Strap Plastic Slipper, Lightweight Waterproof Anti-Slip Slides With Thick Sole For Bathroom, Dormitory, Swimming Pool And Beach",6,In Black Women Slides,
100,5.2,0.5,"Women's Sandals Plus Size, Summer Fashionable Flat Slipper, Gold Transparent One Word, Casual Simple Style, Beach Sandals For Vacation",,,7
,15.8,0.25,"Men Slip-On Low-Top Skate Shoes, Comfortable And Anti-Slip Casual Sports Shoes, Comfortable Outdoor Shoes",9,In Beige Men Shoes,5
,17.93,0.15,"CUCCOO SZL Woman Shoes Bow & Rhinestone Decor Pyramid Heeled Pumps, Glamorous Slingback Pumps For Summer Graduation Heels Prom Heels Vacation Shoes Summer Sale",4,in Mid Heel Women Pumps,5
2300,7.6,0.21,"European And American Style Simple White Flat Sandals For Women, Casual Outdoor Beach Slippers With PU Leather Cross Straps",,,
3400,10.1,0.2,"Summer Women's Linen-Like Woven Flat Slippers, Fashionable And Suitable For Beach Vacation, With Tied Straps, Perfect For Couples",,,5
100,7.37,0.42,"Cross Strap Patchwork Mesh Hollow Out Sport Casual Shoes For Women, Fashionable, Lightweight And Versatile",,,
800,9.46,0.39,Couple Beach Trekking Fitness Five Toes Swimming Outdoor Water Shoes,,,
700,9.2,0.2,"Summer Fashionable Casual Women Shoes, Comfortable Open-Toe Beach Sandals",,,
100,5.7,0.62,SHUZIA Women's Fashionable Clear Flat Sandals,,,
,2.1,0.3,1pc Unisex Adjustable Toe Corrector,9,In White Shoe Accessories,
,1.4,0.33,"High Heeled Shoes' Heel Protector With Anti-Slip Pins, Durable Leather & Thick U-Shaped Pins For Shoes Repair",2,in Other Shoe Spare Parts,
5400,13.4,0.21,"Women Buckle Decor Flat Sandals, Cool White Footbed Sandals For Summer",,,8
700,19.5,0.18,"Women Studded Decor Contrast Binding Slingback Flats, Fashion Outdoor Flats",,,4
800,1.7,0.32,30 Packs Gel Heel Protection Foot Pads Sticky Blister Pad Water Colloid Heel Pad Shoe Patch Pain Relief Plaster Foot Care High Heel Wear Resistance,,,14
600,4.51,0.31,"Unisex Summer Eva Shower Shoes With Holes For Drainage, Slip-Resistance, Quick-Drying, Lightweight, Antibacterial And Anti-Odor Functions, For Indoor, Bathroom, Swimming Pool, Beach, Vacation, Hotel, And More",,,4
,16.9,0.2,"Women's New Style Versatile, Comfortable, Breathable, Non-Slip Running Shoes, Sports Shoes, Casual Shoes",1,In Hot Pink Women Casual Shoes,4
200,10.89,0.22,"Women's Pearl Decorated Flat Sandals, Four Size Options With Gradient Pearl Design, Lightweight And Fashionable Anti-Skid Slippers For Casual Summer Wear",,,17
10,2.8,0.26,"1pair(2pcs) Women's Shoe Accessories Bowknot Shoe Flower With Multicolor Rhinestones, Sparkling Black And Silver Shoe Buckle DIY Removable Fashionable Party And Banquet Flat/High Heeled Shoe Accessory, Versatile",,,4
900,15.3,0.21,"Funky Outdoors Flat Slippers For Women, Key & Lock Decor Floral Embroidered Artificial Leather Open Toe Slide Sandals",,,
60,15.3,0.19,"2024 New Style Ladies' High Heel Shoes With Pointed Toe, Thin High Heel, Elegant&Versatile, Non-Slip Soft Bottom, Suitable For Commuting And Work, Large Size Available",,,
500,8.4,0.2,"Women Summer Flat Slippers, Korean Casual Woven Roman Sandals, Beach Flip Flops, Flat Open Toe Slides For Ladies, Fashionable French Style Shoes, Matching With Skirts, Suitable For Strolling, Holiday, Bohemian, Navy Blue, Walking Shoes, Beaded Shoes, Comfortable Flat Beach Sandals, Thick-Soled Shoes, Shiny Sparkling Women Flip Flops, Mules, Slip-Ons",,,18
,15.9,0.18,"Women Two Tone Flat Shoes, Point Toe Fashionable Slingback Flats For Outdoor",6,In Multicolor Women Flats,9
100,13.5,0.21,"Women's New Style Low-Top Canvas Leisure Shoes With Laces, Lightweight, Fashionable, Comfortable And Breathable Slip-On Sneakers",,,
5200,5.3,0.24,"Women's Cross-tied Plush House Slippers, Warm And Lightweight For Autumn And Winter",,,
100,0.42,0.72,"2Pcs Five Toes Forefoot Pads, For Women High Heels Half Insoles, Absorbs Shock, Socks Toe Pad Massaging Toe Pad",,,
,21.2,0.21,"Women's Gold Pyramid Decor Mule Sandals, Gorgeous High Heels For Party",5,In Gold Women Heeled Sandals,
,18,0.21,"Women's Casual Sports Shoes Color Block Sneakers, Popular Pink Shoes For Campus And Sports Comfortable Breathable",9,in Skate Shoes Women Shoes,21
200,0.97,0.56,20 Packs Gel Heel Protection Foot Pads Sticky Blister Pad Water Colloid Heel Pad Shoe Patch Pain Relief Plaster Foot Care High Heel Wear Resistance,,,14
,2.6,0.28,8pcs Pink  Cartoon Shoe Charms With Holes For Clogs,7,in Shoe DIY Decorations,4
,6.55,0.5,"Women Snakeskin Embossed Slide Sandals, Artificial Microfiber Leather Fashion Sandals",9,In Green Women Sandals,
6000,7.61,0.25,"Snake Print Embossed Flat Slippers, Summer Shoes",,,22
2500,10.64,0.25,Women's Fashionable Faux Pearl Decorated Square Toe Flat Sandals For Summer,,,
6300,9.7,0.2,"Vacation Outdoors Flat Slippers for Women, Quilted Single Band Artificial Leather Open Toe Slide Sandals",,,4
80,19.3,0.21,"Summer Women's Open Toe Color Block Heeled Sandals With Crisscross Ankle Straps,Fashionable Lace-Up High Heels",,,
2000,10.89,0.22,"Fashionable Outdoors Lace Up Flat Sandals For Women, Multi Thin Strap Plain Artificial Leather Strappy Sandals",,,16
50,12.8,0.2,"Women's Thick-Soled Wedge Heel Slippers, 2024 New Anti-Slip Soft Bottom Outdoor Sandals For Summer",,,5
200,1.67,0.64,"Women's Light Weight Anti-Slip Textured Slippers With Single Strap, Fashionable White Eva Slippers For Beach Vacation, Home, Shower, Spring And Summer",,,6
1200,0.55,0.78,1pair Transparent Silicone Soft Bottom Massage Foot Pad With Anti-Slip And Pain Relief Effect For High Heel Shoes,,,
60,5.26,0.6,"Women's Breathable Knitted Casual Flat Loafer, Lightweight & Comfortable Slip-On Female Shoes, Green",,,16
100,10,0.25,"Sporty Grey Sneakers For Men, Colorblock Letter Graphic Creek Shoes Men Vacation",,,
300,16.7,0.18,Leopard Pattern Point Toe Stiletto Heeled Faux Suede Ankle Strap Pumps,,,
,14.8,0.16,Comfortable And Stylish Plus Size Women Breathable Mesh Flat Loafers With Wide Toe Box And Easy Slip-On Design,9,In Multicolor Wide Fit Shoes,
500,1.14,0.7,"3 Pairs Durable Anti-Slip Self-Adhesive Shoe Insole, High Heel Shoe Sole Protector Rubber Cushion, Can Be Cut Into Different Shapes And Sizes! A: 3 Pairs Of Oval Shape, B: 3 Pairs Of Square Shape",,,
,32.3,0.2,"New Winter Arrival Fashionable Warm Furry Boots For Women, Casual Snow Boots With Thick Plush Lining And Non-slip Sole",3,In Brown Women Fashion Boots,7
10000,4.9,0.21,"Women's Flat Sandals, Spring/Summer, Sexy & Elegant, Minimalist Design, Slip-Resistant & Wear-Resistant, Large Size, Fashionable Slippers",,,16
,38.86,0,Women's Rhinestone Western Victorian Cowboy Boots Chunky Heel Pull On Pointed Toe Vintage Embroider Cowgirl Shoes,1,In Beige Women Mid-Calf Boots,7
,17.3,0.18,Ladies Flat Low Heel Black White Pointed Toe Hollow Out Shoes Spring Summer New Color Block Ankle Strap Shallow Mouth Fashion Shoes Multi-Color,6,In Black and White Women Flats,4
,4.2,0.24,20 Pcs White Flower Plus Faux Pearl Chain Shoe Matching Suitable For Clogs,9,In White Shoe Decorations,
,15.8,0.27,"Women Comfortable Pointed Shallow Mouth Nine Centimeters High-Heeled Pumps With Thin Heel, Fashionable Brown Vintage Style With High-End And Casual Shoes",1,In Brown Women Pumps,25
