selling_proposition,price,discount,goods_title,rank_title,rank_sub,color_count
,15.38,0.12,SHEIN Clasi Plus Solid Asymmetrical Hem Halter Neck Dress,,,21
2200,11.2,0.11,SHEIN Priv̩ Plus Tie Front Frill Trim Tank Top,6,In Sexy Plus Size Tops,10
2800,8.16,0.1,"SHEIN EZwear Plus Size Women's Casual Short Sleeve Turtle Printed Round Neck T-Shirt, Summer",,,
1500,13.19,0.08,SHEIN LUNE Plus Size Striped Printed Casual Daily Wear Pants,,,
,8.09,0,SHEIN LUNE Plus Size Women's Colorful Crochet Flower Knitted Tank Top For Summer,,,
400,9.25,0.26,SHEIN Priv̩ Plus Swiss Dot Petal Sleeve Blouse,,,7
,19.69,0.06,SHEIN LUNE Plus Size Colorblock Stripe Camisole Top And Wide Leg Pants Set,,,
2300,9.49,0.06,SHEIN SXY Women's Plus Size Solid Color Halter Neck Tank Top,,,
400,7.25,0.49,SHEIN Frenchy Plus Ditsy Floral Print Butterfly Sleeve Dress,,,
1800,11.99,0,Plus Size Women's Color Block Plaid Shirt With Side Slits,9,In Long Sleeve Women Plus Clothing,
1400,12.15,0.46,SHEIN Clasi Plus Button Front Sleeveless Shirt Dress,,,7
300,14.35,0.07,SHEIN Essnce Plus Tie Front Wrap Fitted Dress,,,7
1400,12.09,0.07,"SHEIN Swim Curve Plus Hollow Out Side Split Cover Up,Summer Beach",,,
2400,7.73,0.2,SHEIN LUNE Plus Butterfly Sleeve Blouse,,,
2900,7.89,0.05,SHEIN SXY Plus Size Solid Color Leggings,1,In White Plus Size Bottoms,13
1400,5.69,0.08,SHEIN EZwear Plus Size Coconut Tree & Slogan Printed Tank Top For Summer,7,in Crop Tops,7
1600,20.49,0.07,SHEIN LUNE Plus Size Women Solid Color Button Decor Off Shoulder Short Sleeve Top And Waist-Knotted Striped Pants Casual Two-Piece Set,,,5
,11.55,0.43,SHEIN ICON Women's Plus Size Tassel Tie Dye Flared Pants,,,6
1500,14.59,0,Plus Size Casual Plaid Drawstring Pants,,,4
900,9.3,0.11,SHEIN LUNE Women's Plus Size Fashion Striped Short Sleeve Shirt,2,In Cute Plus Size Tops,
200,9.36,0.22,SHEIN VCAY Plus Size Women'S Palm Tree & Letter Printed Cami Dress,,,8
,13.29,0.13,SHEIN LUNE Plus Size Women Summer Loose Babydoll Dress With Tie Shoulder And Ruffle Sleeve,3,In Cute Plus Size Dresses,
1500,12.29,0.13,SHEIN LUNE Plus Size Women Summer V-Neck Drop Shoulder Wide Loose Knitted Top With Two-Tone Pique Holes,9,In Short Sleeve Plus Size Knit Tops,
,12.34,0.12,SHEIN Swim Curve Plus Size Summer Beach Contrast Tape One-Piece Swimsuit,5,in Plus Size One-Pieces,
2900,4.65,0.55,"SHEIN LUNE Plus Size Elegant Tank Top With Square Neck, Peplum Hem, Button Accents And Tummy Coverage",,,
3300,7.79,0.05,"SHEIN EZwear Butterfly&English Letter Printing Round Neck T-Shirt&Summer&Spring,Women's Clothing",,,
2500,19.39,0.07,"SHEIN VCAY Plus Size Allover Print Dress With High Slit, Cold Shoulder, Perfect For Summer Vacation",,,
1300,19.49,0.08,SHEIN Priv̩ Plus Size Solid Color Textured Round Neck Top With Ruffle Trim And Straight Pants Two Pieces Set,2,In Blue Plus Size Co-Ords,8
1200,12.91,0.45,Plus Size Women's Black Skinny Jeans,10,in Plus Size Jeans,
3000,10.19,0.06,SHEIN LUNE Women's Plus Size Butterfly Printed T-shirt,,,
,18.69,0.07,SHEIN Swim Oasis Plus Size Summer Beach Vacation Beach Marble Print One-Piece Swimsuit With Spaghetti Straps And Cover-Up Two Pieces Set,,,
2700,15.03,0.09,SHEIN EZwear Plus Size Women's Solid Color High Waist Short Bud Skirt,,,
3000,6.97,0.3,SHEIN Clasi Plus Petal Sleeve Curved Hem Tee,,,4
5100,18.69,0.07,SHEIN Swim Oasis Plus Size Summer Beach Colorblock Shoulder Strap Slimming One-Piece Swimsuit With Cover Up Skirt,,,
3100,15.99,0.07,SHEIN Clasi Plus Size Summer Solid Color Asymmetric Twist Knot Wrapped Slit Dress,9,In Elegant Women Plus Clothing,
,16.89,0.07,SHEIN Swim Lushore Summer Beach Plus Tie Dye Tankini Set Swim Cami Top & Boyshorts 2 Piece Bathing Suit,,,6
700,17.91,0.08,"SHEIN Frenchy Comfortable Summer Large Size 2pcs Set With Pockets Vacation, Bow Tie Waistband And Leaf Pattern",,,
300,14.59,0.07,SHEIN Slayr Women'S Plus Size Solid Color Strapless Knotted Bodycon Dress,8,In Elegant Plus Size Dresses,9
200,18.09,0.08,SHEIN Frenchy Women's Plus Size Bubble Sleeve Leopard Print Dress,,,4
1100,8.26,0.11,SHEIN Priv̩ Plus Size Printed Ruffled Casual Shirt For Spring And Summer,7,In Casual Plus Size Blouses,
4000,22.29,0.13,ROMWE X Care Bears Bear Patch Embroidered Colorful Sleeves Cute Romantic Plus Size Sweater Cardigan,,,
2800,7.67,0.4,SHEIN LUNE Plus Size Women's Letter Printed Hot Selling Round Neck Hoodie,,,6
800,11.59,0.06,SHEIN Essnce Plus Solid High Waist Pants,,,10
,18.29,0,Women Plus Size Tropical Flower Printed Swimsuit With Pure Color Triangle Panties Connected By Split Openings And Split Body,7,In Boho Plus Size Tankinis,
1600,17.89,0.08,SHEIN VCAY Plus Size Botanical Print Notch Neckline Dress With Ruffle Hemline,,,
1800,10.78,0.08,SHEIN Swim Curve Summer Beach Plus Size Women's Drawstring Pattern Printed Swimwear Set,3,in Plus Size Bikini Sets,
3000,12.69,0.07,EMERY ROSE Plus Size Women's Short Sleeve Color Block Round Neck Gradation Print Beach Dress With Pocket,,,
900,8.05,0.09,SHEIN LUNE Plus Size Summer Casual American Flag Pattern Tank Top,,,
,16.39,0.08,SHEIN VCAY Plus Size Women Spring/Summer Floral Print Half Sleeves Loose Shirt Dress For Vacation Style,,,
,19.39,0.08,SHEIN SXY Plus High Waist Capri Skinny Jeans,,,
900,18.79,0.08,SHEIN Swim Oasis Summer Beach Plus Size Women's Geometric Print Swimsuit 3-Piece Set Music Festival,8,In Boho Plus Size Bikini Sets,12
1000,2.84,0.59,Plus Size Women'S Summer Fashion Letter Printed Tight Shorts,,,
100,10.79,0.07,SHEIN SXY Plus Size Women Fashionable Slim Fit Riding Pants With Pocket Design,1,In Blue Plus Size Leggings,6
,15.29,0.08,SHEIN LUNE Plus Flap Pocket Side Drawstring Waist Cargo Pants,,,8
300,14.49,0.06,"SHEIN Slayr Plus Size Women's Solid Color Simple Daily Short Sleeve Dress, Ribbed Bodycon Long Dress",,,
,16.52,0.1,SHEIN Essnce Plus Size Summer Casual Solid Color Notched Neck Short Sleeve T-Shirt And Shorts Set,,,
,9.99,0.09,"SHEIN EZwear Casual Oversized Round Neck Short Sleeve T-Shirt With Simple Design, Suitable For Summer",,,19
,12.13,0.18,SHEIN LUNE Plus Size Women Fashionable Striped Sleeveless Dress,,,
900,3.81,0.7,SHEIN CURVE+ Plus Size Women's Summer Slogan Printed Round Neck Short Sleeve Casual T-Shirt,,,
100,14.49,0.08,SHEIN Essnce Plus Size Vacation Leisure Color Block Striped Sleeveless Jumpsuit With Elastic Cuffs,,,
300,12.59,0.07,SHEIN Clasi Plus Size Bodycon Dress With Plant Print,,,
,15.41,0.09,SHEIN Essnce Plus Size 3-Pack Summer Basic Solid Color Tight Tank Top With Small Stand Collar And Pleated Detailing,,,
,20.09,0.08,SHEIN Essnce Plus Ditsy Floral Flutter Sleeve Ruffle Hem Belted Dress,,,
2800,8.19,0.06,SHEIN LUNE Plus Size Women's Feather Print Round Neck Pleated Loose Tank Top For Summer,,,
300,20.48,0.06,SHEIN CURVE+ Women's Plus Size Color Block Round Neck Sleeveless Dress,8,in Black Dresses,6
300,12.72,0.12,SHEIN Frenchy Summer Square Neck Patchwork Mini Floral Print Sleeveless Dress,,,
1100,7.4,0.11,SHEIN LUNE Plus Size Women's Solid Color Ribbed Square Neck Tank Top,,,
700,9.39,0.06,SHEIN Essnce Plus Size Women Fashionable Loose Simple Solid Color Shorts,,,
,10.79,0.05,SHEIN Slayr Women Plus Size Round Neck Simple Solid Color Slim Fit Short Sleeve Dress For Casual Summer Wear,,,5
1100,16.62,0.12,"SHEIN Slayr Plus Size Elegant Holiday Style Short Sleeve Knit Dress With Round Neck, Multiple Color, Pleated And Patchwork Design",,,7
300,11.58,0.12,SHEIN LUNE Plus Size All-Over Printed Round Neck Dress With Cap Sleeves,,,9
,10.59,0.08,SHEIN Essnce Plus Size Double Layered Bell Sleeve Blouse With Front Knot And V-Neck,,,10
4100,12.19,0.08,SHEIN VCAY Random Print Plus Size Round Neck Pleated Hem Summer Casual Shirt,,,
,14.39,0.06,SHEIN Slayr Slayr Plus Casual Basic Casual Fit Elastic Knit Plain Colorful Printed Off Shoulder Women's Plus Size Dress,,,4
500,15.39,0.08,SHEIN Swim Curve Summer Beach Plus Size Color Block Beachwear Bikini Set Matching Bra And Bikini Bottom,3,In Blue Plus Size Bikini Sets,
70,5.55,0.5,SHEIN LUNE Plus Size Vacation Casual Solid Color Notched Neck Ruffle Sleeve Blouse,,,
800,12.96,0.25,SHEIN SXY Plus Size Distressed Denim Shorts,,,4
,7.85,0.2,SHEIN LUNE Plus Striped Notched Neckline Batwing Sleeve Dress,,,7
600,14.79,0.06,SHEIN Slayr Plus Size Summer Solid Color Big Swing Cami Chain Dress,,,6
,13.29,0.12,SHEIN Swim Curve Summer Beach Plus Twist Front Cut Out Ruched Side Cami One Piece Swimsuit,,,16
900,16.89,0.07,SHEIN Frenchy Plus Plants Print A-line Dress,,,
2300,21.19,0.13,SHEIN SXY Plus Size Women'S High Stretch Flared & Slim Fit Capri Jeans,,,
600,19.89,0.08,SHEIN Swim Oasis Summer Beach Plus Size Women's Full Print One-Piece Swimsuit With 2pc Cover-Up Set,5,In Elegant Women Plus Beachwear,4
6500,10.45,0.17,SHEIN LUNE Plus Tie Shoulder Ruffle Hem Summer Outfits Dress,,,15
,21.69,0.06,SHEIN Essnce Plus High Waist Raw Hem Denim Skirt,,,
1100,14.09,0.08,SHEIN LUNE Plus Patchwork Print Batwing Sleeve Dress,,,
,10.19,0.14,SHEIN MOD Plus Size Solid Casual And Versatile Spring/Summer Knitted Top With Neck Strap,2,In White Plus Size Knit Tops,
1700,4.65,0.12,SHEIN Essnce Plus Size Women's Round Neck Tank Top With Letter & Glasses Print,8,in Crop Tops,
100,16.38,0.09,SHEIN LUNE Plus Solid Cami Dress,2,in White Dress,17
400,9.86,0.17,SHEIN LUNE Plus Solid Wrap Cross Ruched Side Tee,,,5
400,7.12,0.11,SHEIN Swim Curve Plus Split Thigh Cover Up Dress Without Bikini Set,2,In White Women Plus Beachwear,
400,10.25,0.33,SHEIN Priv̩ Plus Butterfly Sleeve Knot Front Bodycon Dress,,,6
100,11.19,0.07,"SHEIN VCAY Plus Size Retro Pattern Square Neck Texture Fabric Short Sleeve Shirt, Summer",,,5
500,15.19,0.12,"SHEIN EZwear Plus Size Women's Sleeveless Romper, Solid Color Pockets,One Piece Outfit",2,in Women Plus Clothing,7
1500,15.12,0.09,SHEIN EZwear Plus Size Solid High Waisted Drawstring Hem Cargo Pants,,,9
800,9.11,0.11,SHEIN EZwear Plus Size Women's Letter Printed Short Sleeve T-Shirt,,,11
2300,13.01,0.11,SHEIN VCAY Plus Size Solid Color Halter Neck Swing Dress With Curved Hemline For Summer,,,9
300,15.59,0.06,SHEIN EZwear Plus Size Solid Color High Waist Cuffed Cargo Pants,2,in Plus Size Pants,9
,15.89,0.06,SHEIN EZwear Plus Solid Tank Top & Track Shorts Set,,,14
700,13.81,0.09,SHEIN Frenchy Plus Size Holiday Casual Solid Color Textured Batwing Sleeve Babydoll Dress,6,In Cute Women Plus Clothing,8
4000,13.89,0.07,SHEIN VCAY Plus Size Women's Batwing Sleeve Top And Printed Shorts Set,8,in Plus Size Co-Ords,23
300,15.39,0.07,SHEIN Essnce Plus Size Solid Color Texture Notched Neck Batwing Sleeve T-Shirt Summer,,,18
1600,13.89,0.07,SHEIN VCAY Plus Size Women's Batwing Sleeve Printed Shirt And Plant Print Shorts Set (Random Pattern),6,In Boho Plus Size Co-Ords,23
2300,12.79,0.05,SHEIN Slayr Plus Size Monochrome Casual Two-Piece Set,5,In Short Sleeve Women Plus Clothing,8
3600,3.31,0.62,Women's Plus Size Poker Print Short Sleeve T-Shirt,,,4
1200,12.19,0.08,SHEIN Essnce Plus Eyelet Embroidery Drawstring Front Puff Sleeve Peplum Schiffy Tee,,,11
1400,17.29,0.07,SHEIN LUNE Plus Size Solid Color Batwing Sleeve Top & Shorts Casual 2-Piece Set,,,23
100,16.42,0.08,SHEIN LUNE Plus Solid Batwing Sleeve Tee & Shorts,,,23
,10.89,0.07,SHEIN LUNE Plus Size Women's Solid Color Ribbed Cami Romper,,,18
100,11.19,0.08,"SHEIN LUNE Plus Size Women's Loose Fit Short Sleeve Batwing Top With Ditsy Floral And V Neckline, For Summer",4,In Pink Plus Size Tops,15
1200,14.19,0.07,SHEIN Clasi Plus Leaf Print Batwing Sleeve Knot Side Wrap Dress,5,In Pink Plus Size Dresses,12
1400,10.89,0.08,SHEIN JORESS Plus Size Top With Notched Neckline And Batwing Sleeves,,,12
100,10.06,0.12,SHEIN Essnce Plus Eyelet Embroidery O-ring Detail Cami Top,3,In Pink Plus Size Tops,13
1700,10.25,0.12,SHEIN LUNE Plus Ruffle Trim Petal Sleeve Blouse,8,In Short Sleeve Plus Size Blouses,29
5600,11.49,0.12,SHEIN Swim Curve Summer Beach Women Plus Size Black One-Piece Swimsuit,4,in Women Plus Beachwear,5
2500,10.25,0.12,SHEIN LUNE Plus Ruffle Trim Blouse,,,29
,13.1,0.11,SHEIN LUNE Fashionable Plus Size Women Solid Color Short Sleeve Hooded T-Shirt,8,In Pink Plus Size Tops,6
1700,6.35,0.45,SHEIN JORESS Plus Size Holiday Casual Notched Neck Batwing Sleeve Blouse,,,12
500,18.49,0.08,SHEIN VCAY Plus Size Set Of Random Printed Kimono Top And Shorts With Slant Pockets,4,In Boho Plus Size Co-Ords,13
3800,18.49,0.08,SHEIN VCAY Plus Size Random Leaf Print Loose Front Opening Vacation Shirt And Shorts Set Short Sets Summer,6,In Pink Women Plus Clothing,13
,10.19,0.08,SHEIN LUNE Plus Size Color-Block Short Sleeve Shirt With Random Print Design And Notched Collar,,,10
,11.69,0.09,SHEIN LUNE Plus Size Floral Printed Notch Collar Casual Shirt,6,In Blue Plus Size Blouses,12
,10.79,0.07,SHEIN LUNE Plus Size Loose Fit Summer Blouse With Puff Sleeves For Women,5,In Short Sleeve Plus Size Blouses,29
600,11.99,0.08,SHEIN LUNE Plus Allover Print Notched Neckline Puff Sleeve Blouse,,,12
,9.29,0.08,SHEIN VCAY Plus Size Women's Printed Short Sleeved Shirt,,,6
2000,11.49,0.14,Plus Size Summer Hollow Out Loose Fit Pullover Knit Sweater For Vacation,3,In Casual Plus Size Sweaters,6
500,10.16,0.12,SHEIN Priv̩ Plus Size Women Summer Loose Pure Color Tank Top With Round Rings Linked Fringe Hem,,,6
,14.99,0.13,"SHEIN Slayr Plus Size Holiday Leisure Slim Fit Sleeveless Tube Top Rainbow Striped Women's Shorts Knitted Set With Neck Tie And Waist Tie, For Pride Month",1,In Casual Plus Size Knitwear,5
7100,9.4,0.11,SHEIN LUNE Plus Solid V Neck Tee,,,14
7300,8.85,0.17,SHEIN VCAY Plus Size Women Summer Loose Lace Batwing Short Sleeve Shirt With Patchwork,,,12
3100,8.45,0.1,SHEIN EZwear Plus Solid Tank Top,7,In Casual Plus Size Tank Tops & Camis,7
,11.29,0.07,SHEIN LUNE Plus Contrast Lace Raglan Sleeve Tee,7,In Black Plus Size T-shirts,26
4700,16.59,0.07,SHEIN LUNE Plus Size Women's Batwing Sleeve T-Shirt And Shorts Set With Round Neckline,,,23
,9.95,0.2,SHEIN LUNE Plus Size Solid Color Round Neck Short Sleeve T-Shirt With Lace Patchwork,,,26
,16.59,0.07,SHEIN LUNE Plus Size Solid Color Batwing Sleeve Two-Piece Set,,,23
1300,9.99,0.07,SHEIN Essnce Plus Size Summer Casual Solid Wraparound Tie Shirt,,,13
,13.89,0.07,"SHEIN VCAY Random Print Plus Size Women's Batwing Sleeve T-Shirt And Plant Print Shorts Two-Piece Set, Summer",,,23
,10.79,0.07,SHEIN LUNE Plus Size Solid Color Bud Sleeve Top With Ruffle Hem,2,In Blue Plus Size Blouses,29
4200,10.07,0.1,SHEIN Clasi Plus Solid Slant Pocket Cami Romper,8,In Casual Plus Size Jumpsuits,18
5200,9.75,0.2,SHEIN LUNE Plus Size Lace Raglan Sleeve T-Shirt With Sewing Details On Hem And Shoulder,,,26
3400,9.95,0.2,SHEIN LUNE Plus Size Women's Loose Fit Casual Raglan Short Sleeve T-Shirt With Lace Shoulder Patchwork For Summer,,,26
9100,7.69,0.06,SHEIN LUNE Plus Solid Tank Top,,,15
2100,11.69,0.07,SHEIN Clasi Plus Size Women's Round Neck Short Butterfly Sleeve Dress,,,12
,16.69,0.08,SHEIN Essnce Plus Size Striped Long Sleeve Shirt And Shorts Casual Two Piece Set Short Sets Summer,3,In Long Sleeve Women Plus Clothing,13
1100,9.68,0.11,SHEIN Slayr Slayr Plus Holiday Leisure Non-Stretch Woven Plain Loose Green A-Line Dress With Twisted Knot For Plus Size Women,,,9
,8.19,0.18,SHEIN LUNE Plus Size Women Summer Striped And Printed V-Neck Short Sleeve Casual T-Shirt,,,9
6400,16.59,0.07,SHEIN LUNE Plus Batwing Sleeve Tee & Tie Front Shorts,,,23
1500,9.99,0.07,SHEIN EZwear Plus Size Women Solid Color Waffle Grid Round Neck Batwing Short Sleeve Leisure T-Shirt For Summer,,,12
,12.15,0.1,SHEIN Slayr Plus Size Women Fashionable Daily Solid Color Short Sleeve And Shorts Two-Piece Set,,,8
,11.19,0.07,SHEIN VCAY Plus Tie Shoulder Pocket Patched Cami Romper,,,8
,11.69,0.07,SHEIN Clasi Plus Size Summer Sleeveless Ruffle Trim Round Neck Dress,,,12
4400,6.85,0.31,SHEIN LUNE Plus Striped Print Tee,,,4
,10.05,0.34,SHEIN LUNE Plus Size Women's Feather Printed Tie Front Dress,,,12
500,17.29,0.07,SHEIN Essnce Plus Size Solid Color Casual 2-Piece Set,,,23
,12.19,0.06,SHEIN Clasi Plus Solid Cami Romper,,,18
,7.79,0.22,SHEIN Clasi Plus Geo Print Batwing Sleeve Popover Blouse,,,
1400,8.99,0.06,SHEIN Clasi Plus Eyelet Embroidery Puff Sleeve Tee,2,In Blue Plus Size T-shirts,21
,5.85,0.41,SHEIN LUNE Plus Size Women's Summer Solid Color Round Neck Short Sleeve Pleated Split Hem Casual T-Shirt,,,14
,5.35,0.44,EMERY ROSE Plus Size Vintage Printed Casual Vacation Matching Cami Top,,,9
3900,9.79,0.06,SHEIN LUNE Plus Size Women's Solid Color Camisole Top,,,9
4200,9.59,0.07,SHEIN LUNE Plus Size Women Loose Leopard Print Notched V Neck Short Bubble Sleeve Shirt For Summer,,,13
5200,16.59,0.07,SHEIN Essnce Plus Size Solid Color Textured Casual Two-Piece Set,,,23
3400,9.09,0.51,"SHEIN LUNE Plus Size Solid Color Round Neck Short Sleeve Top And Shorts Set, Suitable For Summer",,,23
9100,8.73,0.16,SHEIN VCAY Plus Size Women's Fashionable Loose Fit V-Neck Summer Shirt,,,12
2100,8.35,0.11,SHEIN LUNE Plus Size Solid Color Button Detail Tank Top,6,in Plus Size Tank Tops & Camis,4
,16.52,0.12,SHEIN LUNE Plus Size Surplice Neck Summer Dress With All Over Print And Cinched Waist,,,8
1100,9.59,0.08,SHEIN LUNE Plus Size Solid Color Fold Pleated Camisole,,,9
,7.25,0.22,SHEIN Priv̩ Plus Size Vacation Leisure Polka Dot Printed Ruffle Hem Blouse,,,12
6400,9.89,0.08,SHEIN Essnce Plus Size Summer Casual Slogan Printed Short Sleeve T-Shirt,,,7
,14.39,0.06,SHEIN VCAY Plus Size Printed Casual Holiday Style Tank Dress,,,
4200,6.99,0.07,SHEIN Slayr Plus Size Summer Casual Slim Fit Tank Top With Ribbed Texture,,,9
4400,16.69,0.08,SHEIN VCAY Plus Floral Print Open Front Blouse & Shorts,7,In Boho Plus Size Co-Ords,6
500,13.89,0.07,SHEIN Frenchy Plus Size Women's Solid Color Batwing Short Sleeve Jacquard Babydoll Dress,,,8
1400,18.39,0.08,SHEIN VCAY Plus Square Neck Puff Sleeve Ruffle Hem Dress,,,28
3900,4.75,0.51,SHEIN LUNE Plus Tie Dye Tank Top,,,6
2900,13.89,0.07,SHEIN Priv̩ Plus Size Women's Color Block Pleated Skirt,,,7
,17.02,0.09,EMERY ROSE Plus Size Women'S Polo Collar Striped Short Sleeve Elegant Dress With Pleated Hem For Spring,,,5
1600,9.49,0.06,"SHEIN LUNE Plus Size Casual Fit Short Sleeve T-Shirt With Round Neckline And Button Closure, Summer Casual",,,
,5.55,0.4,SHEIN LUNE Plus Keyhole Neckline Puff Sleeve Blouse,,,14
5100,11.89,0.07,SHEIN LUNE Plus Size Leopard Print V-neck Dress,,,15
400,6.35,0.5,"SHEIN LUNE Plus Size Women's Slogan Letter Print Crew Neck Long Sleeve Sweatshirt, Sportswear",,,12
,7.97,0.34,SHEIN Clasi Plus Size Heart Print Notched Collar Casual Fashion Short Sleeve Shirt For Spring And Summer,,,7
,8.35,0.12,SHEIN LUNE Plus Size Loose Fit Printed Round Neckline Ruffle Trimmed Casual Summer Shirt,,,9
6400,9.65,0.32,SHEIN Clasi Plus Size Women's Fashionable Summer Stand Collar Short Sleeve A-Line Dress With Drawstring Waist,,,25
500,8.95,0.25,SHEIN LUNE Plus Size Round Neck Sleeveless Casual Dress,,,7
2000,14.34,0.11,SHEIN Essnce Plus Floral Jacquard Sleeveless Dress,,,
100,11.2,0.1,SHEIN LUNE Plus Size Summer Casual V-Neck Dress With Rolled Cuffs And Button Placket,,,
8200,10.63,0.11,"SHEIN Essnce Plus Size Women's Swiss Dot Shirt With Petal Sleeves, Summer",,,11
,13.58,0.11,SHEIN EZwear Plus Striped Drawstring Hooded Tee Dress,1,in Plus Size Red Dress,13
,10.89,0.08,SHEIN VCAY Plus Size Vacation Style Floral Print Shirred Shirt With Cinching Waist,10,In Boho Plus Size Blouses,7
1400,9.99,0.07,SHEIN Priv̩ Plus Size Women's Solid Color Simple Daily Summer Shirt,,,4
800,9.69,0.08,SHEIN Essnce Plus Geo Print Tank Dress,,,6
6400,13.49,0.08,SHEIN Swim Curve Plus Size Summer Beach Monochrome Hollow Out Drawstring Side Neon Holiday One-Piece Swimsuit Bathing Suit,,,10
1500,17.19,0.08,SHEIN Frenchy Plus Size V-Neck Belted Wrap Dress,,,7
,12.59,0.07,SHEIN VCAY Plus Size Irregular Print Half-Open Collar Summer Dress,,,4
2200,7.29,0.1,SHEIN Priv̩ Plus Size Solid Color Asymmetric Hem Halter Top For Summer,,,5
1900,5.95,0.37,SHEIN Clasi Plus Size Women'S Wave Stripe Shirt,,,10
2800,11.59,0.06,SHEIN LUNE Women Plus Size Simple Round Neck Daily Shirt,,,8
800,11.19,0.08,SHEIN LUNE Plus Ditsy Floral Print Batwing Sleeve Blouse,8,In Boho Plus Size Blouses,15
2700,10.59,0.07,SHEIN LUNE Plus Size Summer Solid Color Ruffle Edge Cap Sleeve Blouse,,,29
2200,16.69,0.08,SHEIN VCAY Plus Size Striped Button Front Long Sleeve Shirt And Shorts Set,,,13
400,13.77,0.11,EMERY ROSE Plus Colorblock Button Detail Hidden Pocket Dress,,,4
600,9.29,0.06,SHEIN LUNE Plus Button Detail Tee,,,17
600,16.69,0.08,SHEIN VCAY Plus Size Striped Shirt And Shorts Two-Piece Set,,,13
3100,8.09,0.07,SHEIN Clasi Plus Size Women's Solid Color Simple Style Daily Camisole Top,,,13
10000,9.75,0.2,SHEIN LUNE Plus Size Lace Raglan Sleeve Tee With Fringe Detail,,,26
400,9.25,0.26,SHEIN Priv̩ Plus Swiss Dot Ruffle Trim Petal Sleeve Blouse,,,7
,11.19,0.08,SHEIN LUNE Plus Size Summer Casual Random Heart Print Button-Front Shirt,6,In Casual Plus Size Blouses,13
300,17.79,0.13,Plus Plants Print Flap Pocket Side Denim Cargo Shorts,,,5
1100,15.79,0.08,EMERY ROSE Plus Size Women Summer Holiday Style Loose Fit Geometric & Floral Printed Dress With Notched V-Neck And Flared Sleeves,7,In Cute Women Plus Clothing,
3400,21.79,0.13,SHEIN EZwear Women'S Ripped Skinny Jeans,,,7
300,9.78,0.11,SHEIN VCAY Women Plus Size Floral Printed Lace Trim Summer T-Shirt,,,
2300,9.59,0.07,Plus Size Retro Pattern Printed Casual V-Neck T-Shirt,,,5
400,7.99,0.1,SHEIN LUNE Plus Size Women Summer Flower Printed Round Neck Simple Daily Wear Sleeveless Printed Tank Top,2,in Plus Size Tank Tops & Camis,
500,11.69,0.06,SHEIN Priv̩ Summer Plus Size Women's Fashionable Solid Color Plain V-Neck Dress,,,
,9.19,0.07,SHEIN LUNE Plus Size Women's Tie Dye V-Neck Short Sleeve T-Shirt,,,
700,12.99,0.08,SHEIN VCAY Plus Size Women's Simple Solid Color Ruffle Sleeve Off-The-Shoulder Jumpsuit,,,
3100,22.69,0.13,SHEIN EZwear Plus Size Ripped Loose Jeans,,,7
1500,10.89,0.06,SHEIN LUNE Plus Size Women Summer Tie Dye Floral V-Neck Short Sleeve Casual T-Shirt Dress,7,In Short Sleeve Plus Size Dresses,
2200,9.19,0.07,SHEIN LUNE Plus Size Plain Color V-Neck Batwing Sleeve Simple Summer Shirt,,,
300,8.46,0.47,"SHEIN Slayr Casual Plus Size Lemon Logo & Letter Printed Short Sleeve T-Shirt And Shorts Set For Women, Summer",,,
3800,12.99,0.08,SHEIN LUNE Plus Random Printed V-Neck Buttoned Blouse Summer,,,4
,12.79,0.07,SHEIN VCAY Plus Size Solid Color Twist-Front Cami Dress,,,
2400,20.69,0.13,SHEIN Plus Size Women's Frayed Hem Folded-Cuff Denim Capri Pants,6,in Plus Size Jeans,5
5400,8.89,0.06,SHEIN LUNE Plus Size Women's Summer Floral Printed Round Neck Short Sleeve Casual T-Shirt,,,9
1800,9.99,0.07,SHEIN Essnce Plus Size Solid Color Wrap V-Neck Batwing Sleeve Shirt,,,13
1700,8.85,0.42,Plus Solid Tank Top & Biker Shorts,8,In Blue Plus Size Co-Ords,
600,17.55,0.09,SHEIN Slayr Plus Size Camouflage Knit Wide Leg Jumpsuit,,,
400,15.41,0.09,SHEIN Frenchy Plus Drop Shoulder Tee & Biker Shorts,,,4
800,16.09,0.09,SHEIN Slayr Slayr Plus Casual Solid Color Drawstring Split Joint Women Plus Size Two-Piece Outfits For Summer,,,
4400,6.35,0.45,SHEIN LUNE Plus Size Letter Print Drop Shoulder Round Neck Sweatshirt,,,12
200,11.09,0.06,SHEIN LUNE Plus Size Sleeveless Striped Colorblock V-Neck Knot Waist Dress,,,6
700,16.89,0,Plus Size Asymmetrical Neckline Drawstring Sleeve Dress,,,5
8400,14.89,0.08,SHEIN VCAY Plus Size Women Fashionable Eye Print Short Sleeve Shirt Dress,,,8
800,18.39,0.07,SHEIN VCAY Plus Ruffle Hem Cami Dress,,,5
2000,11.29,0.07,SHEIN Qutie Plus Size Summer Casual Solid Color Ruched Waist Drawstring Jumpsuit,,,5
2100,9.68,0.12,SHEIN LUNE Plus Size Women's Summer Ditsy Floral V-Neck Cap Sleeve Vacation Casual T-Shirt,6,In Pink Plus Size T-shirts,5
800,16.09,0.13,SHEIN SXY Plus Size Plain & Simple Denim Shorts For Everyday Wear,6,In White Plus Size Denim Shorts,4
2500,11.49,0.07,SHEIN VCAY Plus Size Bohemian Printed Vacation Leisure Trousers,3,In Boho Plus Size Pants,
